fold_id,symbol,sector,entry_date,exit_date,entry_price,exit_price,shares,position_value,confidence,kelly_fraction,exit_reason,pnl,return_pct,was_correct,signal_score_raw,vix_at_entry,nifty_above_ema50_at_entry,fii_net_cr_at_entry,sector_score_at_entry,had_tier_a_news,mfe_pct,mae_pct,triggered_signals
2,ADANIPORTS.NS,Infrastructure,2021-02-15,2021-03-18,610.28,658.76,49,29903.72,64,0.125,TRAIL,2330.54,7.7935,True,64,0.0,True,0.0,100,False,19.6854,0.0,"⚠ RSI 78.2 > 75 (overbought — elevated reversal risk) | MACD hist 5.1570 > 0 | Price ₹609 > EMA20 ₹546 | Price ₹609 > EMA50 ₹498 | Volume 1.5× average | Sector Infrastructure bullish (score 100) | Near 75d high (₹621, -1.9% away) — breakout setup | Nifty +1.00% (FII data unavailable — market signal neutral)"
2,MAHLIFE.NS,Realty,2021-02-15,2021-03-31,161.47,185.69,186,30033.42,64,0.125,MAX_AGE,4456.8,14.8395,True,64,0.0,True,0.0,100,False,15.175,4.1641,"⚠ RSI 86.8 > 75 (overbought — elevated reversal risk) | MACD hist 2.5030 > 0 | Price ₹161 > EMA20 ₹142 | Price ₹161 > EMA50 ₹126 | Volume 1.5× average | Sector Realty bullish (score 100) | Near 75d high (₹166, -2.8% away) — breakout setup | Nifty +1.00% (FII data unavailable — market signal neutral)"
3,NMDC.NS,Metals,2021-05-11,2021-05-19,37.51,35.0,1599,59978.49,64,0.125,STOP,-4091.47,-6.8216,False,64,0.0,True,0.0,100,False,2.8785,6.5501,"⚠ RSI 82.5 > 75 (overbought — elevated reversal risk) | MACD hist 0.8999 > 0 | Price ₹37 > EMA20 ₹31 | Price ₹37 > EMA50 ₹27 | Volume 1.8× average | Sector Metals bullish (score 100) | Near 75d high (₹39, -2.8% away) — breakout setup"
3,RELIANCE.NS,Energy,2021-05-31,2021-05-31,981.02,978.08,60,58861.2,64,0.125,FOLD_END,-258.17,-0.4386,False,64,0.0,True,0.0,100,False,0.0,0.0,"MACD hist 9.5324 > 0 | Price ₹980 > EMA20 ₹906 | Price ₹980 > EMA50 ₹913 | Volume 3.2× average | Sector Energy bullish (score 100) | Near 75d high (₹1012, -3.2% away) — breakout setup | Nifty +0.95% (FII data unavailable — market signal neutral)"
3,GAIL.NS,Energy,2021-05-31,2021-05-31,86.34,86.08,692,59747.28,64,0.125,FOLD_END,-262.92,-0.4401,False,64,0.0,True,0.0,100,False,0.0,0.0,"MACD hist 0.0690 > 0 | Price ₹86 > EMA20 ₹81 | Price ₹86 > EMA50 ₹78 | Volume 2.4× average | Sector Energy bullish (score 100) | Near 75d high (₹89, -3.5% away) — breakout setup | Nifty +0.95% (FII data unavailable — market signal neutral)"
3,IGL.NS,Energy,2021-05-31,2021-05-31,237.79,237.08,251,59685.29,64,0.125,FOLD_END,-261.12,-0.4375,False,64,0.0,True,0.0,100,False,0.0,0.0,"MACD hist 0.5775 > 0 | Price ₹237 > EMA20 ₹230 | Price ₹237 > EMA50 ₹230 | Volume 2.5× average | Sector Energy bullish (score 100) | Near 75d high (₹245, -3.0% away) — breakout setup | Nifty +0.95% (FII data unavailable — market signal neutral)"
4,NMDC.NS,Metals,2021-05-11,2021-05-19,37.51,35.0,1599,59978.49,64,0.125,STOP,-4091.47,-6.8216,False,64,0.0,True,0.0,100,False,2.8785,6.5501,"⚠ RSI 82.5 > 75 (overbought — elevated reversal risk) | MACD hist 0.8999 > 0 | Price ₹37 > EMA20 ₹31 | Price ₹37 > EMA50 ₹27 | Volume 1.8× average | Sector Metals bullish (score 100) | Near 75d high (₹39, -2.8% away) — breakout setup"
4,ASHOKLEY.NS,Auto,2021-06-11,2021-06-16,60.36,57.46,989,59696.04,64,0.125,STOP,-2947.28,-4.9371,False,64,14.100000381469727,True,0.0,100,False,0.0,4.6537,"MACD hist 0.1276 > 0 | Price ₹60 > EMA20 ₹57 | Price ₹60 > EMA50 ₹55 | Volume 2.0× average | Sector Auto bullish (score 100) | Near 75d high (₹60, -0.3% away) — breakout setup | Nifty +0.39% (FII data unavailable — market signal neutral)"
4,COALINDIA.NS,Metals,2021-06-09,2021-06-18,103.34,96.45,578,59730.52,64,0.125,STOP,-4060.1,-6.7974,False,64,14.75,True,0.0,100,False,3.848,6.5272,"MACD hist 0.3402 > 0 | Price ₹103 > EMA20 ₹98 | Price ₹103 > EMA50 ₹93 | Volume 1.6× average | Sector Metals bullish (score 100) | Near 75d high (₹106, -3.1% away) — breakout setup"
4,HINDUNILVR.NS,FMCG,2021-06-16,2021-06-21,2233.69,2325.45,13,29037.97,64,0.125,TP1,1150.76,3.9629,True,64,14.869999885559082,True,0.0,100,False,4.2643,0.0,"MACD hist 8.1333 > 0 | Price ₹2230 > EMA20 ₹2181 | Price ₹2230 > EMA50 ₹2184 | Volume 1.6× average | Sector FMCG bullish (score 100) | Near 75d high (₹2304, -3.2% away) — breakout setup"
4,GAIL.NS,Energy,2021-05-31,2021-06-30,86.34,80.54,692,59747.28,64,0.125,STOP,-4091.26,-6.8476,False,64,0.0,True,0.0,100,False,5.0958,6.5781,"MACD hist 0.0690 > 0 | Price ₹86 > EMA20 ₹81 | Price ₹86 > EMA50 ₹78 | Volume 2.4× average | Sector Energy bullish (score 100) | Near 75d high (₹89, -3.5% away) — breakout setup | Nifty +0.95% (FII data unavailable — market signal neutral)"
4,RELIANCE.NS,Energy,2021-05-31,2021-06-30,981.02,958.93,60,58861.2,64,0.125,FOLD_END,-1405.57,-2.3879,False,64,0.0,True,0.0,100,False,4.3584,3.2481,"MACD hist 9.5324 > 0 | Price ₹980 > EMA20 ₹906 | Price ₹980 > EMA50 ₹913 | Volume 3.2× average | Sector Energy bullish (score 100) | Near 75d high (₹1012, -3.2% away) — breakout setup | Nifty +0.95% (FII data unavailable — market signal neutral)"
4,IGL.NS,Energy,2021-05-31,2021-06-30,237.79,250.03,251,59685.29,64,0.125,FOLD_END,2984.8,5.0009,True,64,0.0,True,0.0,100,False,5.3056,3.2283,"MACD hist 0.5775 > 0 | Price ₹237 > EMA20 ₹230 | Price ₹237 > EMA50 ₹230 | Volume 2.5× average | Sector Energy bullish (score 100) | Near 75d high (₹245, -3.0% away) — breakout setup | Nifty +0.95% (FII data unavailable — market signal neutral)"
4,TECHM.NS,IT,2021-06-08,2021-06-30,889.15,918.08,67,59573.05,64,0.125,FOLD_END,1852.6,3.1098,True,64,15.229999542236328,True,0.0,100,False,4.3199,0.6691,"MACD hist 4.7473 > 0 | Price ₹888 > EMA20 ₹847 | Price ₹888 > EMA50 ₹840 | Volume 1.8× average | Sector IT bullish (score 100) | Near 75d high (₹890, -0.3% away) — breakout setup"
4,TCS.NS,IT,2021-06-11,2021-06-30,2896.34,2951.13,20,57926.8,64,0.125,FOLD_END,1013.56,1.7497,True,64,14.100000381469727,True,0.0,100,False,3.1136,0.528,"MACD hist 12.1279 > 0 | Price ₹2892 > EMA20 ₹2790 | Price ₹2892 > EMA50 ₹2773 | Volume 1.5× average | Sector IT bullish (score 100) | Near 75d high (₹2949, -1.9% away) — breakout setup | Nifty +0.39% (FII data unavailable — market signal neutral)"
4,MPHASIS.NS,IT,2021-06-11,2021-06-30,1802.35,1908.22,33,59477.55,64,0.125,FOLD_END,3405.97,5.7265,True,64,14.100000381469727,True,0.0,100,False,6.0332,1.3646,"MACD hist 3.3723 > 0 | Price ₹1800 > EMA20 ₹1704 | Price ₹1800 > EMA50 ₹1626 | Volume 3.1× average | Sector IT bullish (score 100) | Near 75d high (₹1853, -2.9% away) — breakout setup | Nifty +0.39% (FII data unavailable — market signal neutral)"
4,HINDUNILVR.NS,FMCG,2021-06-16,2021-06-30,2233.69,2285.63,13,29037.97,64,0.125,FOLD_END,633.82,2.1827,True,64,14.869999885559082,True,0.0,100,False,4.2643,0.0,"MACD hist 8.1333 > 0 | Price ₹2230 > EMA20 ₹2181 | Price ₹2230 > EMA50 ₹2184 | Volume 1.6× average | Sector FMCG bullish (score 100) | Near 75d high (₹2304, -3.2% away) — breakout setup"
5,NMDC.NS,Metals,2021-05-11,2021-05-19,37.51,35.0,1599,59978.49,64,0.125,STOP,-4091.47,-6.8216,False,64,0.0,True,0.0,100,False,2.8785,6.5501,"⚠ RSI 82.5 > 75 (overbought — elevated reversal risk) | MACD hist 0.8999 > 0 | Price ₹37 > EMA20 ₹31 | Price ₹37 > EMA50 ₹27 | Volume 1.8× average | Sector Metals bullish (score 100) | Near 75d high (₹39, -2.8% away) — breakout setup"
5,ASHOKLEY.NS,Auto,2021-06-11,2021-06-16,60.36,57.46,989,59696.04,64,0.125,STOP,-2947.28,-4.9371,False,64,14.100000381469727,True,0.0,100,False,0.0,4.6537,"MACD hist 0.1276 > 0 | Price ₹60 > EMA20 ₹57 | Price ₹60 > EMA50 ₹55 | Volume 2.0× average | Sector Auto bullish (score 100) | Near 75d high (₹60, -0.3% away) — breakout setup | Nifty +0.39% (FII data unavailable — market signal neutral)"
5,COALINDIA.NS,Metals,2021-06-09,2021-06-18,103.34,96.45,578,59730.52,64,0.125,STOP,-4060.1,-6.7974,False,64,14.75,True,0.0,100,False,3.848,6.5272,"MACD hist 0.3402 > 0 | Price ₹103 > EMA20 ₹98 | Price ₹103 > EMA50 ₹93 | Volume 1.6× average | Sector Metals bullish (score 100) | Near 75d high (₹106, -3.1% away) — breakout setup"
5,HINDUNILVR.NS,FMCG,2021-06-16,2021-06-21,2233.69,2325.45,13,29037.97,64,0.125,TP1,1150.76,3.9629,True,64,14.869999885559082,True,0.0,100,False,4.2643,0.0,"MACD hist 8.1333 > 0 | Price ₹2230 > EMA20 ₹2181 | Price ₹2230 > EMA50 ₹2184 | Volume 1.6× average | Sector FMCG bullish (score 100) | Near 75d high (₹2304, -3.2% away) — breakout setup"
5,GAIL.NS,Energy,2021-05-31,2021-06-30,86.34,80.54,692,59747.28,64,0.125,STOP,-4091.26,-6.8476,False,64,0.0,True,0.0,100,False,5.0958,6.5781,"MACD hist 0.0690 > 0 | Price ₹86 > EMA20 ₹81 | Price ₹86 > EMA50 ₹78 | Volume 2.4× average | Sector Energy bullish (score 100) | Near 75d high (₹89, -3.5% away) — breakout setup | Nifty +0.95% (FII data unavailable — market signal neutral)"
5,IGL.NS,Energy,2021-05-31,2021-07-01,237.79,255.79,125,29723.75,64,0.125,TP1,2205.45,7.4198,True,64,0.0,True,0.0,100,False,7.7318,3.2283,"MACD hist 0.5775 > 0 | Price ₹237 > EMA20 ₹230 | Price ₹237 > EMA50 ₹230 | Volume 2.5× average | Sector Energy bullish (score 100) | Near 75d high (₹245, -3.0% away) — breakout setup | Nifty +0.95% (FII data unavailable — market signal neutral)"
5,MPHASIS.NS,IT,2021-06-11,2021-07-01,1802.35,1941.84,16,28837.6,64,0.125,TP1,2188.55,7.5892,True,64,14.100000381469727,True,0.0,100,False,7.9013,1.3646,"MACD hist 3.3723 > 0 | Price ₹1800 > EMA20 ₹1704 | Price ₹1800 > EMA50 ₹1626 | Volume 3.1× average | Sector IT bullish (score 100) | Near 75d high (₹1853, -2.9% away) — breakout setup | Nifty +0.39% (FII data unavailable — market signal neutral)"
5,RELIANCE.NS,Energy,2021-05-31,2021-07-09,981.02,941.01,60,58861.2,64,0.125,STOP,-2479.27,-4.2121,False,64,0.0,True,0.0,100,False,4.3584,3.9346,"MACD hist 9.5324 > 0 | Price ₹980 > EMA20 ₹906 | Price ₹980 > EMA50 ₹913 | Volume 3.2× average | Sector Energy bullish (score 100) | Near 75d high (₹1012, -3.2% away) — breakout setup | Nifty +0.95% (FII data unavailable — market signal neutral)"
5,IGL.NS,Energy,2021-05-31,2021-07-12,237.79,255.32,126,29961.54,64,0.125,MAX_AGE,2163.96,7.2224,True,64,0.0,True,0.0,100,False,9.2894,3.2283,"MACD hist 0.5775 > 0 | Price ₹237 > EMA20 ₹230 | Price ₹237 > EMA50 ₹230 | Volume 2.5× average | Sector Energy bullish (score 100) | Near 75d high (₹245, -3.0% away) — breakout setup | Nifty +0.95% (FII data unavailable — market signal neutral)"
5,TCS.NS,IT,2021-06-11,2021-07-12,2896.34,2816.48,20,57926.8,64,0.125,STOP,-1675.69,-2.8928,False,64,14.100000381469727,True,0.0,100,False,3.1136,2.6112,"MACD hist 12.1279 > 0 | Price ₹2892 > EMA20 ₹2790 | Price ₹2892 > EMA50 ₹2773 | Volume 1.5× average | Sector IT bullish (score 100) | Near 75d high (₹2949, -1.9% away) — breakout setup | Nifty +0.39% (FII data unavailable — market signal neutral)"
5,TECHM.NS,IT,2021-06-08,2021-07-15,889.15,932.33,33,29341.95,64,0.125,TP1,1382.07,4.7102,True,64,15.229999542236328,True,0.0,100,False,5.0137,1.2685,"MACD hist 4.7473 > 0 | Price ₹888 > EMA20 ₹847 | Price ₹888 > EMA50 ₹840 | Volume 1.8× average | Sector IT bullish (score 100) | Near 75d high (₹890, -0.3% away) — breakout setup"
5,HINDUNILVR.NS,FMCG,2021-06-16,2021-07-19,2233.69,2227.69,13,29037.97,64,0.125,TRAIL,-118.35,-0.4076,False,64,14.869999885559082,True,0.0,100,False,4.2643,0.1189,"MACD hist 8.1333 > 0 | Price ₹2230 > EMA20 ₹2181 | Price ₹2230 > EMA50 ₹2184 | Volume 1.6× average | Sector FMCG bullish (score 100) | Near 75d high (₹2304, -3.2% away) — breakout setup"
5,TECHM.NS,IT,2021-06-08,2021-07-20,889.15,911.17,34,30231.1,64,0.125,MAX_AGE,705.51,2.3337,True,64,15.229999542236328,True,0.0,100,False,5.0137,1.2685,"MACD hist 4.7473 > 0 | Price ₹888 > EMA20 ₹847 | Price ₹888 > EMA50 ₹840 | Volume 1.8× average | Sector IT bullish (score 100) | Near 75d high (₹890, -0.3% away) — breakout setup"
5,MPHASIS.NS,IT,2021-06-11,2021-07-26,1802.35,2315.0,17,30639.95,64,0.125,MAX_AGE,8660.21,28.2645,True,64,14.100000381469727,True,0.0,100,False,28.6365,1.3646,"MACD hist 3.3723 > 0 | Price ₹1800 > EMA20 ₹1704 | Price ₹1800 > EMA50 ₹1626 | Volume 3.1× average | Sector IT bullish (score 100) | Near 75d high (₹1853, -2.9% away) — breakout setup | Nifty +0.39% (FII data unavailable — market signal neutral)"
6,ASHOKLEY.NS,Auto,2021-06-11,2021-06-16,60.36,57.46,993,59937.48,64,0.125,STOP,-2959.2,-4.9371,False,64,14.100000381469727,True,0.0,100,False,0.0,4.6537,"MACD hist 0.1276 > 0 | Price ₹60 > EMA20 ₹57 | Price ₹60 > EMA50 ₹55 | Volume 2.0× average | Sector Auto bullish (score 100) | Near 75d high (₹60, -0.3% away) — breakout setup | Nifty +0.39% (FII data unavailable — market signal neutral)"
6,COALINDIA.NS,Metals,2021-06-09,2021-06-18,103.34,96.45,580,59937.2,64,0.125,STOP,-4074.15,-6.7974,False,64,14.75,True,0.0,100,False,3.848,6.5272,"MACD hist 0.3402 > 0 | Price ₹103 > EMA20 ₹98 | Price ₹103 > EMA50 ₹93 | Volume 1.6× average | Sector Metals bullish (score 100) | Near 75d high (₹106, -3.1% away) — breakout setup"
6,HINDUNILVR.NS,FMCG,2021-06-16,2021-06-21,2233.69,2325.45,13,29037.97,64,0.125,TP1,1150.76,3.9629,True,64,14.869999885559082,True,0.0,100,False,4.2643,0.0,"MACD hist 8.1333 > 0 | Price ₹2230 > EMA20 ₹2181 | Price ₹2230 > EMA50 ₹2184 | Volume 1.6× average | Sector FMCG bullish (score 100) | Near 75d high (₹2304, -3.2% away) — breakout setup"
6,MPHASIS.NS,IT,2021-06-11,2021-07-01,1802.35,1941.84,16,28837.6,64,0.125,TP1,2188.55,7.5892,True,64,14.100000381469727,True,0.0,100,False,7.9013,1.3646,"MACD hist 3.3723 > 0 | Price ₹1800 > EMA20 ₹1704 | Price ₹1800 > EMA50 ₹1626 | Volume 3.1× average | Sector IT bullish (score 100) | Near 75d high (₹1853, -2.9% away) — breakout setup | Nifty +0.39% (FII data unavailable — market signal neutral)"
6,MARUTI.NS,Auto,2021-06-25,2021-07-08,7342.09,7082.95,8,58736.72,64,0.125,STOP,-2152.07,-3.6639,False,64,13.369999885559082,True,0.0,100,False,0.0,3.3846,"MACD hist 33.8647 > 0 | Price ₹7331 > EMA20 ₹6896 | Price ₹7331 > EMA50 ₹6673 | Volume 1.8× average | Sector Auto bullish (score 100) | Near 75d high (₹7346, -0.2% away) — breakout setup | Nifty +0.44% (FII data unavailable — market signal neutral)"
6,TCS.NS,IT,2021-06-11,2021-07-12,2896.34,2816.48,20,57926.8,64,0.125,STOP,-1675.69,-2.8928,False,64,14.100000381469727,True,0.0,100,False,3.1136,2.6112,"MACD hist 12.1279 > 0 | Price ₹2892 > EMA20 ₹2790 | Price ₹2892 > EMA50 ₹2773 | Volume 1.5× average | Sector IT bullish (score 100) | Near 75d high (₹2949, -1.9% away) — breakout setup | Nifty +0.39% (FII data unavailable — market signal neutral)"
6,ONGC.NS,Energy,2021-06-03,2021-07-15,89.79,85.43,668,59979.72,64,0.125,MAX_AGE,-2991.99,-4.9883,False,64,15.75,True,0.0,100,False,3.2785,4.7099,"MACD hist 0.4263 > 0 | Price ₹90 > EMA20 ₹83 | Price ₹90 > EMA50 ₹81 | Volume 2.2× average | Sector Energy bullish (score 100) | Near 75d high (₹91, -1.1% away) — breakout setup | Nifty +0.73% (FII data unavailable — market signal neutral)"
6,TECHM.NS,IT,2021-06-08,2021-07-15,889.15,932.33,33,29341.95,64,0.125,TP1,1382.07,4.7102,True,64,15.229999542236328,True,0.0,100,False,5.0137,1.2685,"MACD hist 4.7473 > 0 | Price ₹888 > EMA20 ₹847 | Price ₹888 > EMA50 ₹840 | Volume 1.8× average | Sector IT bullish (score 100) | Near 75d high (₹890, -0.3% away) — breakout setup"
6,HINDPETRO.NS,Energy,2021-06-04,2021-07-16,159.3,153.94,376,59896.8,64,0.125,MAX_AGE,-2096.01,-3.4994,False,64,15.9399995803833,True,0.0,100,False,3.2583,3.5833,"MACD hist 0.5902 > 0 | Price ₹159 > EMA20 ₹146 | Price ₹159 > EMA50 ₹136 | Volume 1.9× average | Sector Energy bullish (score 100) | Near 75d high (₹161, -1.2% away) — breakout setup"
6,HINDUNILVR.NS,FMCG,2021-06-16,2021-07-19,2233.69,2227.69,13,29037.97,64,0.125,TRAIL,-118.35,-0.4076,False,64,14.869999885559082,True,0.0,100,False,4.2643,0.1189,"MACD hist 8.1333 > 0 | Price ₹2230 > EMA20 ₹2181 | Price ₹2230 > EMA50 ₹2184 | Volume 1.6× average | Sector FMCG bullish (score 100) | Near 75d high (₹2304, -3.2% away) — breakout setup"
6,TECHM.NS,IT,2021-06-08,2021-07-20,889.15,911.17,34,30231.1,64,0.125,MAX_AGE,705.51,2.3337,True,64,15.229999542236328,True,0.0,100,False,5.0137,1.2685,"MACD hist 4.7473 > 0 | Price ₹888 > EMA20 ₹847 | Price ₹888 > EMA50 ₹840 | Volume 1.8× average | Sector IT bullish (score 100) | Near 75d high (₹890, -0.3% away) — breakout setup"
6,MPHASIS.NS,IT,2021-06-11,2021-07-26,1802.35,2315.0,17,30639.95,64,0.125,MAX_AGE,8660.21,28.2645,True,64,14.100000381469727,True,0.0,100,False,28.6365,1.3646,"MACD hist 3.3723 > 0 | Price ₹1800 > EMA20 ₹1704 | Price ₹1800 > EMA50 ₹1626 | Volume 3.1× average | Sector IT bullish (score 100) | Near 75d high (₹1853, -2.9% away) — breakout setup | Nifty +0.39% (FII data unavailable — market signal neutral)"
6,TORNTPHARM.NS,Pharma,2021-06-14,2021-07-27,1400.82,1414.79,42,58834.44,64,0.125,MAX_AGE,503.95,0.8565,True,64,14.720000267028809,True,0.0,100,False,3.7212,3.1505,"⚠ RSI 75.5 > 75 (overbought — elevated reversal risk) | MACD hist 5.4442 > 0 | Price ₹1399 > EMA20 ₹1309 | Price ₹1399 > EMA50 ₹1254 | Volume 2.4× average | Sector Pharma bullish (score 100) | Near 75d high (₹1406, -0.5% away) — breakout setup | Nifty +0.08% (FII data unavailable — market signal neutral)"
7,HDFCBANK.NS,Banking,2021-07-06,2021-07-12,731.05,706.21,82,59946.1,64,0.125,STOP,-2117.57,-3.5325,False,64,12.279999732971191,True,0.0,100,False,0.1633,3.2525,"MACD hist 0.6735 > 0 | Price ₹730 > EMA20 ₹709 | Price ₹730 > EMA50 ₹697 | Volume 1.6× average | Sector Banking bullish (score 100) | Near 75d high (₹732, -0.3% away) — breakout setup"
7,OFSS.NS,IT,2021-07-08,2021-07-13,3013.13,3199.13,9,27118.17,64,0.125,TP1,1633.88,6.025,True,64,13.5600004196167,True,0.0,100,False,6.3323,0.0,"MACD hist 6.3820 > 0 | Price ₹3009 > EMA20 ₹2902 | Price ₹3009 > EMA50 ₹2810 | Volume 1.9× average | Sector IT bullish (score 100) | Near 75d high (₹3071, -2.0% away) — breakout setup"
7,OBEROIRLTY.NS,Realty,2021-07-07,2021-07-15,640.6,697.89,46,29467.6,64,0.125,TP1,2590.61,8.7914,True,64,12.210000038146973,True,0.0,100,False,9.1066,0.0,"MACD hist 1.4850 > 0 | Price ₹640 > EMA20 ₹616 | Price ₹640 > EMA50 ₹587 | Volume 1.6× average | Sector Realty bullish (score 100) | Near 75d high (₹666, -3.9% away) — breakout setup | Nifty +0.39% (FII data unavailable — market signal neutral)"
7,GODREJPROP.NS,Realty,2021-07-07,2021-07-16,1484.32,1575.43,20,29686.4,64,0.125,TP1,1778.3,5.9903,True,64,12.210000038146973,True,0.0,100,False,6.2978,1.9989,"MACD hist 3.9015 > 0 | Price ₹1482 > EMA20 ₹1409 | Price ₹1482 > EMA50 ₹1368 | Volume 3.3× average | Sector Realty bullish (score 100) | Near 75d high (₹1497, -1.0% away) — breakout setup | Nifty +0.39% (FII data unavailable — market signal neutral)"
7,HAVELLS.NS,Consumer,2021-07-19,2021-07-22,1061.84,1118.56,28,29731.52,64,0.125,TP1,1544.52,5.1949,True,64,12.680000305175781,True,0.0,100,False,5.5,0.0,"MACD hist 8.3574 > 0 | Price ₹1060 > EMA20 ₹1002 | Price ₹1060 > EMA50 ₹994 | Volume 2.3× average | Sector Consumer bullish (score 100) | Near 75d high (₹1078, -1.7% away) — breakout setup"
